model_name,strategy,threshold,precision,recall,f1,f2,average_precision,tn,fp,fn,tp,false_positive_cost,false_negative_cost,total_cost
logistic_regression_balanced,drop_high_missing_median,0.13,0.2477815699658703,0.968,0.39456521739130435,0.612141652613828,0.7993586922480513,14523,1102,12,363,10,500,17020
logistic_regression_balanced,drop_high_missing_median,0.14,0.2617159336697909,0.968,0.4120317820658343,0.6286802909594735,0.7993586922480513,14601,1024,12,363,10,500,16240
logistic_regression_balanced,drop_high_missing_median,0.15,0.27259036144578314,0.9653333333333334,0.4251321197886083,0.64002828854314,0.7993586922480513,14659,966,13,362,10,500,16160
logistic_regression_balanced,drop_high_missing_median,0.16,0.2859399684044234,0.9653333333333334,0.441194393662401,0.6543745480838756,0.7993586922480513,14721,904,13,362,10,500,15540
logistic_regression_balanced,drop_high_missing_median,0.17,0.2946938775510204,0.9626666666666667,0.45125,0.6623853211009174,0.7993586922480513,14761,864,14,361,10,500,15640
logistic_regression_balanced,drop_high_missing_median,0.18,0.30387205387205385,0.9626666666666667,0.4619321817018554,0.6715029761904762,0.7993586922480513,14798,827,14,361,10,500,15270
logistic_regression_balanced,drop_high_missing_median,0.19,0.31309627059843886,0.9626666666666667,0.4725130890052356,0.6803618545043347,0.7993586922480513,14833,792,14,361,10,500,14920
logistic_regression_balanced,drop_high_missing_median,0.2,0.3208888888888889,0.9626666666666667,0.48133333333333334,0.6876190476190476,0.7993586922480513,14861,764,14,361,10,500,14640
logistic_regression_balanced,drop_high_missing_median,0.21,0.3281677301731996,0.96,0.4891304347826087,0.693107431651906,0.7993586922480513,14888,737,15,360,10,500,14870
logistic_regression_balanced,drop_high_missing_median,0.22,0.33488805970149255,0.9573333333333334,0.4961990324809952,0.697900466562986,0.7993586922480513,14912,713,16,359,10,500,15130
logistic_regression_balanced,drop_high_missing_median,0.23,0.3438697318007663,0.9573333333333334,0.5059901338971107,0.7055817610062893,0.7993586922480513,14940,685,16,359,10,500,14850
logistic_regression_balanced,drop_high_missing_median,0.24,0.35132482826300293,0.9546666666666667,0.5136298421807748,0.7105994442238984,0.7993586922480513,14964,661,17,358,10,500,15110
logistic_regression_balanced,drop_high_missing_median,0.25,0.35907723169508526,0.9546666666666667,0.521865889212828,0.7168602322787345,0.7993586922480513,14986,639,17,358,10,500,14890
logistic_regression_balanced,drop_high_missing_median,0.26,0.3660531697341513,0.9546666666666667,0.5291943828529194,0.7223567393058918,0.7993586922480513,15005,620,17,358,10,500,14700
logistic_regression_balanced,drop_high_missing_median,0.27,0.3746065057712487,0.952,0.5376506024096386,0.7276803913575214,0.7993586922480513,15029,596,18,357,10,500,14960
logistic_regression_balanced,drop_high_missing_median,0.28,0.3814102564102564,0.952,0.5446224256292906,0.7327586206896551,0.7993586922480513,15046,579,18,357,10,500,14790
logistic_regression_balanced,drop_high_missing_median,0.29,0.3901639344262295,0.952,0.5534883720930233,0.7391304347826086,0.7993586922480513,15067,558,18,357,10,500,14580
