model_name,strategy,threshold,precision,recall,f1,f2,average_precision,tn,fp,fn,tp,false_positive_cost,false_negative_cost,total_cost,base_candidate_strategy,selection_dataset
xgboost_oof_base,median_with_selected_missing_indicators,0.76,0.6883645240032547,0.846,0.7590847913862718,0.8089500860585198,0.869067662482292,58617,383,154,846,10,500,80830,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.77,0.6952224052718287,0.844,0.7624209575429087,0.8093594169543536,0.869067662482292,58630,370,156,844,10,500,81700,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.78,0.701255230125523,0.838,0.7635535307517084,0.8065447545717036,0.869067662482292,58643,357,162,838,10,500,84570,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.79,0.7114893617021276,0.836,0.7687356321839081,0.8077294685990338,0.869067662482292,58661,339,164,836,10,500,85390,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.8,0.722318339100346,0.835,0.774582560296846,0.8097362296353763,0.869067662482292,58679,321,165,835,10,500,85710,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.81,0.7323943661971831,0.832,0.7790262172284644,0.8099688473520249,0.869067662482292,58696,304,168,832,10,500,87040,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.82,0.739247311827957,0.825,0.779773156899811,0.8062939796716184,0.869067662482292,58709,291,175,825,10,500,90410,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.83,0.7477313974591652,0.824,0.7840152235965747,0.8075264602116817,0.869067662482292,58722,278,176,824,10,500,90780,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.84,0.7539170506912443,0.818,0.7846522781774581,0.8043264503441495,0.869067662482292,58733,267,182,818,10,500,93670,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.85,0.7614593077642656,0.814,0.7868535524407927,0.8029197080291971,0.869067662482292,58745,255,186,814,10,500,95550,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.86,0.7717287488061128,0.808,0.789447972642892,0.8004755300178323,0.869067662482292,58761,239,192,808,10,500,98390,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.87,0.78515625,0.804,0.7944664031620553,0.8001592356687898,0.869067662482292,58780,220,196,804,10,500,100200,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.88,0.7934131736526946,0.795,0.7942057942057942,0.7946821271491403,0.869067662482292,58793,207,205,795,10,500,104570,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.89,0.8051020408163265,0.789,0.796969696969697,0.7921686746987951,0.869067662482292,58809,191,211,789,10,500,107410,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.9,0.8150470219435737,0.78,0.797138477261114,0.7867661892273553,0.869067662482292,58823,177,220,780,10,500,111770,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.91,0.8222698072805139,0.768,0.7942088934850051,0.7782732063234697,0.869067662482292,58834,166,232,768,10,500,117660,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.92,0.8386740331491712,0.759,0.7968503937007874,0.7737003058103975,0.869067662482292,58854,146,241,759,10,500,121960,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.93,0.8535469107551488,0.746,0.7961579509071505,0.7652851867049651,0.869067662482292,58872,128,254,746,10,500,128280,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.94,0.8659549228944247,0.73,0.7921866521975041,0.7536650836258517,0.869067662482292,58887,113,270,730,10,500,136130,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.95,0.887920298879203,0.713,0.790904048807543,0.7422444305642307,0.869067662482292,58910,90,287,713,10,500,144400,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.96,0.8971354166666666,0.689,0.7794117647058824,0.7225251677852349,0.869067662482292,58921,79,311,689,10,500,156290,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.97,0.9112676056338028,0.647,0.7567251461988304,0.6868365180467091,0.869067662482292,58937,63,353,647,10,500,177130,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.98,0.932475884244373,0.58,0.7151664611590629,0.6274340112505409,0.869067662482292,58958,42,420,580,10,500,210420,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.99,0.9788583509513742,0.463,0.6286490156143923,0.5175497429018556,0.869067662482292,58990,10,537,463,10,500,268600,median_with_selected_missing_indicators,oof_averaged
